,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
0,1631104,2022-23,00,1610612759,SAS,20.0,37,1,669.0,69,215,0.321,20,52,0.385,26,44,0.591,12,70,82,98,25,5,65,67,184
1,1631104,2023-24,00,1610612759,SAS,21.0,61,3,876.0,102,215,0.474,12,55,0.218,52,78,0.667,18,76,94,166,29,9,55,89,268
2,1631104,2024-25,00,1610612759,SAS,22.0,48,0,484.0,61,133,0.459,13,42,0.31,26,40,0.65,10,29,39,90,27,4,41,29,161
