,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
0,1629645,2019-20,00,1610612739,CLE,20.0,50,3,1162.0,186,421,0.442,53,158,0.335,73,101,0.723,22,140,162,109,46,14,93,135,498
1,1629645,2020-21,00,1610612745,HOU,21.0,26,23,836.0,156,367,0.425,50,161,0.311,69,94,0.734,20,79,99,164,19,8,91,61,431
2,1629645,2021-22,00,1610612745,HOU,22.0,61,61,1907.0,335,808,0.415,155,413,0.375,124,193,0.642,43,224,267,376,69,22,192,156,949
3,1629645,2022-23,00,1610612745,HOU,23.0,59,59,2024.0,391,884,0.442,141,385,0.366,207,264,0.784,76,238,314,338,82,17,188,156,1130
4,1629645,2024-25,00,1610612746,LAC,24.0,45,2,884.0,172,407,0.423,26,106,0.245,49,76,0.645,29,131,160,144,43,11,84,70,419
5,1629645,2024-25,00,1610612749,MIL,24.0,21,1,374.0,71,152,0.467,18,45,0.4,44,50,0.88,4,69,73,69,23,2,38,31,204
6,1629645,2024-25,00,0,TOT,24.0,66,3,1258.0,243,559,0.435,44,151,0.291,93,126,0.738,33,200,233,213,66,13,122,101,623
