,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
0,1629111,2021-22,00,1610612759,SAS,26.0,54,1,589.0,101,204,0.495,29,89,0.326,34,41,0.829,63,75,138,45,10,14,31,53,265
1,1629111,2022-23,00,1610612756,PHX,27.0,69,4,979.0,178,337,0.528,21,84,0.25,79,105,0.752,119,161,280,68,16,30,59,126,456
2,1629111,2023-24,00,1610612745,HOU,28.0,56,3,764.0,106,206,0.515,10,40,0.25,52,65,0.8,88,84,172,65,20,33,31,74,274
3,1629111,2024-25,00,1610612745,HOU,29.0,37,1,396.0,61,123,0.496,7,18,0.389,24,35,0.686,48,66,114,28,8,9,17,39,153
