,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
0,1630249,2021-22,00,1610612760,OKC,22.0,30,8,690.0,68,167,0.407,32,98,0.327,19,22,0.864,18,83,101,57,19,8,29,65,187
1,1630249,2022-23,00,1610612737,ATL,23.0,29,0,165.0,15,37,0.405,5,21,0.238,1,2,0.5,6,20,26,17,5,1,5,17,36
2,1630249,2023-24,00,1610612737,ATL,24.0,22,14,541.0,51,104,0.49,28,68,0.412,5,6,0.833,11,41,52,50,13,6,20,48,135
3,1630249,2024-25,00,1610612737,ATL,24.0,48,16,984.0,117,254,0.461,72,178,0.404,27,40,0.675,16,110,126,129,31,25,44,95,333
