,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
0,1631115,2022-23,00,1610612748,MIA,22.0,31,1,425.0,47,89,0.528,0,6,0.0,22,31,0.71,48,78,126,25,12,12,16,53,116
1,1631115,2023-24,00,1610612748,MIA,23.0,36,7,304.0,36,72,0.5,8,15,0.533,19,25,0.76,28,56,84,34,7,8,18,35,99
2,1631115,2024-25,00,1610612758,SAC,24.0,9,0,57.0,7,17,0.412,1,5,0.2,4,7,0.571,3,11,14,9,3,1,4,6,19
3,1631115,2024-25,00,1610612761,TOR,24.0,28,5,549.0,82,186,0.441,9,29,0.31,41,49,0.837,65,97,162,51,11,13,37,71,214
4,1631115,2024-25,00,0,TOT,24.0,37,5,606.0,89,203,0.438,10,34,0.294,45,56,0.804,68,108,176,60,14,14,41,77,233
