,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
0,1630531,2021-22,00,1610612755,PHI,19.0,2,0,6.0,1,1,1.0,0,0,0.0,0,0,0.0,1,1,2,0,0,2,1,0,2
1,1630531,2022-23,00,1610612755,PHI,20.0,16,2,89.0,17,35,0.486,2,5,0.4,6,8,0.75,6,8,14,8,7,3,3,15,42
2,1630531,2023-24,00,1610612755,PHI,21.0,32,1,377.0,46,118,0.39,8,37,0.216,28,34,0.824,25,33,58,35,25,11,26,49,128
3,1630531,2023-24,00,1610612738,BOS,21.0,17,1,130.0,13,30,0.433,2,11,0.182,7,8,0.875,8,12,20,9,11,4,8,17,35
4,1630531,2023-24,00,0,TOT,21.0,49,2,507.0,59,148,0.399,10,48,0.208,35,42,0.833,33,45,78,44,36,15,34,66,163
5,1630531,2024-25,00,1610612738,BOS,22.0,26,0,141.0,12,34,0.353,6,19,0.316,15,21,0.714,4,20,24,10,12,1,4,17,45
6,1630531,2024-25,00,1610612762,UTA,22.0,10,0,89.0,9,19,0.474,3,9,0.333,6,10,0.6,3,8,11,13,5,2,6,12,27
7,1630531,2024-25,00,0,TOT,22.0,36,0,230.0,21,53,0.396,9,28,0.321,21,31,0.677,7,28,35,23,17,3,10,29,72
