,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
0,1642259,2024-25,00,1610612764,WAS,19.0,58,58,1569.0,283,705,0.401,96,293,0.328,97,149,0.651,117,270,387,132,39,89,93,129,759
