,FIELD_GOAL_MADE,FIELD_GOAL_MISSED,FREE_THROW,REBOUND,TURNOVER,FOUL,SUBSTITUTION
50,0.5333333333333333,0.509090909090909,0.5,0.5454545454545454,0.5625,0.4666666666666667,0.45454545454545453
51,0.4666666666666667,0.4909090909090909,0.5,0.45454545454545453,0.4375,0.5333333333333333,0.5454545454545454
52,0.4523809523809524,0.5098039215686274,0.5925925925925926,0.5714285714285714,0.6470588235294118,0.5454545454545454,0.5517241379310345
53,0.5476190476190477,0.49019607843137253,0.4074074074074074,0.42857142857142855,0.35294117647058826,0.45454545454545453,0.4482758620689655
54,0.4883720930232558,0.4523809523809524,0.47619047619047616,0.4722222222222222,0.6666666666666666,0.45,0.5714285714285714
55,0.5116279069767442,0.5476190476190477,0.5238095238095238,0.5277777777777778,0.3333333333333333,0.55,0.42857142857142855
56,0.5454545454545454,0.5,0.47058823529411764,0.48148148148148145,0.2857142857142857,0.5263157894736842,0.5454545454545454
57,0.45454545454545453,0.5,0.5294117647058824,0.5185185185185185,0.7142857142857143,0.47368421052631576,0.45454545454545453
58,0.46511627906976744,0.5454545454545454,0.23529411764705882,0.5,0.75,0.5263157894736842,0.5
59,0.5348837209302325,0.45454545454545453,0.7647058823529411,0.5,0.25,0.47368421052631576,0.5
60,0.39473684210526316,0.5660377358490566,0.5454545454545454,0.5490196078431373,0.625,0.35294117647058826,0.375
61,0.6052631578947368,0.4339622641509434,0.45454545454545453,0.45098039215686275,0.375,0.6470588235294118,0.625
62,0.4782608695652174,0.5,0.6666666666666666,0.4666666666666667,0.45454545454545453,0.5,0.42105263157894735
63,0.5217391304347826,0.5,0.3333333333333333,0.5333333333333333,0.5454545454545454,0.5,0.5789473684210527
64,0.5476190476190477,0.3488372093023256,0.6363636363636364,0.5263157894736842,0.6,0.4666666666666667,0.5384615384615384
65,0.4523809523809524,0.6511627906976745,0.36363636363636365,0.47368421052631576,0.4,0.5333333333333333,0.46153846153846156
66,0.4166666666666667,0.49122807017543857,0.5,0.54,0.6666666666666666,0.47058823529411764,0.5714285714285714
67,0.5833333333333334,0.5087719298245614,0.5,0.46,0.3333333333333333,0.5294117647058824,0.42857142857142855
68,0.5,0.5454545454545454,0.4418604651162791,0.4883720930232558,0.5384615384615384,0.5,0.5454545454545454
69,0.5,0.45454545454545453,0.5581395348837209,0.5116279069767442,0.46153846153846156,0.5,0.45454545454545453
70,0.39473684210526316,0.5,0.45454545454545453,0.4186046511627907,0.6,0.55,0.46153846153846156
71,0.6052631578947368,0.5,0.5454545454545454,0.5813953488372093,0.4,0.45,0.5384615384615384
72,0.43243243243243246,0.5660377358490566,0.6153846153846154,0.41304347826086957,0.3333333333333333,0.4375,0.5217391304347826
73,0.5675675675675675,0.4339622641509434,0.38461538461538464,0.5869565217391305,0.6666666666666666,0.5625,0.4782608695652174
74,0.38636363636363635,0.52,0.8214285714285714,0.5434782608695652,0.5454545454545454,0.38095238095238093,0.4782608695652174
75,0.6136363636363636,0.48,0.17857142857142858,0.45652173913043476,0.45454545454545453,0.6190476190476191,0.5217391304347826
76,0.3953488372093023,0.543859649122807,0.6363636363636364,0.4716981132075472,0.6,0.55,0.5217391304347826
77,0.6046511627906976,0.45614035087719296,0.36363636363636365,0.5283018867924528,0.4,0.45,0.4782608695652174
78,0.5833333333333334,0.4444444444444444,0.5238095238095238,0.6521739130434783,0.6,0.45,0.5238095238095238
79,0.4166666666666667,0.5555555555555556,0.47619047619047616,0.34782608695652173,0.4,0.55,0.47619047619047616
80,0.5,0.47058823529411764,0.6428571428571429,0.5510204081632653,0.5384615384615384,0.5,0.5652173913043478
81,0.5,0.5294117647058824,0.35714285714285715,0.4489795918367347,0.46153846153846156,0.5,0.43478260869565216
82,0.4444444444444444,0.5576923076923077,0.4642857142857143,0.5098039215686274,0.5625,0.55,0.5185185185185185
83,0.5555555555555556,0.4423076923076923,0.5357142857142857,0.49019607843137253,0.4375,0.45,0.48148148148148145
84,0.48717948717948717,0.5333333333333333,0.23076923076923078,0.4883720930232558,0.5625,0.6,0.4782608695652174
85,0.5128205128205128,0.4666666666666667,0.7692307692307693,0.5116279069767442,0.4375,0.4,0.5217391304347826
86,0.425,0.5102040816326531,0.5833333333333334,0.4523809523809524,0.4666666666666667,0.38095238095238093,0.45454545454545453
87,0.575,0.4897959183673469,0.4166666666666667,0.5476190476190477,0.5333333333333333,0.6190476190476191,0.5454545454545454
88,0.4772727272727273,0.5714285714285714,0.5555555555555556,0.5526315789473685,0.4444444444444444,0.5833333333333334,0.5217391304347826
89,0.5227272727272727,0.42857142857142855,0.4444444444444444,0.4473684210526316,0.5555555555555556,0.4166666666666667,0.4782608695652174
90,0.5,0.4888888888888889,0.36363636363636365,0.5227272727272727,0.5714285714285714,0.5263157894736842,0.5238095238095238
91,0.5,0.5111111111111111,0.6363636363636364,0.4772727272727273,0.42857142857142855,0.47368421052631576,0.47619047619047616
92,0.5263157894736842,0.5227272727272727,0.46153846153846156,0.47619047619047616,0.4,0.55,0.5
93,0.47368421052631576,0.4772727272727273,0.5384615384615384,0.5238095238095238,0.6,0.45,0.5
94,0.40384615384615385,0.5833333333333334,0.5294117647058824,0.40625,0.75,0.42105263157894735,0.5
95,0.5961538461538461,0.4166666666666667,0.47058823529411764,0.59375,0.25,0.5789473684210527,0.5
96,0.4666666666666667,0.5869565217391305,0.3333333333333333,0.41304347826086957,0.38461538461538464,0.5238095238095238,0.4583333333333333
97,0.5333333333333333,0.41304347826086957,0.6666666666666666,0.5869565217391305,0.6153846153846154,0.47619047619047616,0.5416666666666666
98,0.5961538461538461,0.4782608695652174,0.5,0.5555555555555556,0.375,0.5384615384615384,0.47368421052631576
99,0.40384615384615385,0.5217391304347826,0.5,0.4444444444444444,0.625,0.46153846153846156,0.5263157894736842
100,0.40476190476190477,0.5471698113207547,0.8461538461538461,0.5283018867924528,0.6153846153846154,0.45,0.4444444444444444
101,0.5952380952380952,0.4528301886792453,0.15384615384615385,0.4716981132075472,0.38461538461538464,0.55,0.5555555555555556
102,0.5588235294117647,0.4230769230769231,0.2916666666666667,0.5,0.5789473684210527,0.7083333333333334,0.5
103,0.4411764705882353,0.5769230769230769,0.7083333333333334,0.5,0.42105263157894735,0.2916666666666667,0.5
104,0.5121951219512195,0.4727272727272727,0.5555555555555556,0.4791666666666667,0.5384615384615384,0.5294117647058824,0.4782608695652174
105,0.4878048780487805,0.5272727272727272,0.4444444444444444,0.5208333333333334,0.46153846153846156,0.47058823529411764,0.5217391304347826
106,0.4146341463414634,0.56,0.6,0.4186046511627907,0.47058823529411764,0.47368421052631576,0.5416666666666666
107,0.5853658536585366,0.44,0.4,0.5813953488372093,0.5294117647058824,0.5263157894736842,0.4583333333333333
108,0.5365853658536586,0.4634146341463415,0.38095238095238093,0.42105263157894735,0.5,0.55,0.5185185185185185
109,0.4634146341463415,0.5365853658536586,0.6190476190476191,0.5789473684210527,0.5,0.45,0.48148148148148145
110,0.5098039215686274,0.46808510638297873,0.8235294117647058,0.6666666666666666,0.5454545454545454,0.42105263157894735,0.4230769230769231
111,0.49019607843137253,0.5319148936170213,0.17647058823529413,0.3333333333333333,0.45454545454545453,0.5789473684210527,0.5769230769230769
112,0.4186046511627907,0.5365853658536586,0.375,0.46153846153846156,0.631578947368421,0.55,0.5238095238095238
113,0.5813953488372093,0.4634146341463415,0.625,0.5384615384615384,0.3684210526315789,0.45,0.47619047619047616
114,0.5609756097560976,0.4423076923076923,0.6842105263157895,0.4791666666666667,0.375,0.4444444444444444,0.42857142857142855
115,0.43902439024390244,0.5576923076923077,0.3157894736842105,0.5208333333333334,0.625,0.5555555555555556,0.5714285714285714
116,0.6666666666666666,0.4489795918367347,0.21739130434782608,0.6666666666666666,0.5882352941176471,0.5789473684210527,0.5555555555555556
117,0.3333333333333333,0.5510204081632653,0.782608695652174,0.3333333333333333,0.4117647058823529,0.42105263157894735,0.4444444444444444
118,0.5757575757575758,0.4117647058823529,0.44,0.46875,0.5384615384615384,0.6086956521739131,0.5588235294117647
119,0.42424242424242425,0.5882352941176471,0.56,0.53125,0.46153846153846156,0.391304347826087,0.4411764705882353
120,0.4782608695652174,0.5,0.6111111111111112,0.475,0.45,0.47368421052631576,0.6086956521739131
121,0.5217391304347826,0.5,0.3888888888888889,0.525,0.55,0.5263157894736842,0.391304347826087
122,0.47368421052631576,0.48936170212765956,0.7333333333333333,0.4666666666666667,0.5,0.3333333333333333,0.5
123,0.5263157894736842,0.5106382978723404,0.26666666666666666,0.5333333333333333,0.5,0.6666666666666666,0.5
124,0.425,0.5416666666666666,0.7368421052631579,0.5116279069767442,0.5555555555555556,0.23809523809523808,0.4583333333333333
125,0.575,0.4583333333333333,0.2631578947368421,0.4883720930232558,0.4444444444444444,0.7619047619047619,0.5416666666666666
126,0.45714285714285713,0.42857142857142855,0.43478260869565216,0.40425531914893614,0.5333333333333333,0.6666666666666666,0.56
127,0.5428571428571428,0.5714285714285714,0.5652173913043478,0.5957446808510638,0.4666666666666667,0.3333333333333333,0.44
128,0.325,0.7333333333333333,0.5,0.3157894736842105,0.42857142857142855,0.6086956521739131,0.5714285714285714
129,0.675,0.26666666666666666,0.5,0.6842105263157895,0.5714285714285714,0.391304347826087,0.42857142857142855
130,0.5555555555555556,0.45098039215686275,0.5,0.574468085106383,0.5454545454545454,0.5294117647058824,0.4166666666666667
131,0.4444444444444444,0.5490196078431373,0.5,0.425531914893617,0.45454545454545453,0.47058823529411764,0.5833333333333334
132,0.5434782608695652,0.4406779661016949,0.5555555555555556,0.6111111111111112,0.6923076923076923,0.5833333333333334,0.43478260869565216
133,0.45652173913043476,0.559322033898305,0.4444444444444444,0.3888888888888889,0.3076923076923077,0.4166666666666667,0.5652173913043478
134,0.42,0.4146341463414634,0.6666666666666666,0.4473684210526316,0.7333333333333333,0.47368421052631576,0.4074074074074074
135,0.58,0.5853658536585366,0.3333333333333333,0.5526315789473685,0.26666666666666666,0.5263157894736842,0.5925925925925926
136,0.5263157894736842,0.5111111111111111,0.625,0.4772727272727273,0.4117647058823529,0.4782608695652174,0.391304347826087
137,0.47368421052631576,0.4888888888888889,0.375,0.5227272727272727,0.5882352941176471,0.5217391304347826,0.6086956521739131
138,0.5,0.48,0.42424242424242425,0.5102040816326531,0.5789473684210527,0.5384615384615384,0.5555555555555556
139,0.5,0.52,0.5757575757575758,0.4897959183673469,0.42105263157894735,0.46153846153846156,0.4444444444444444
140,0.5581395348837209,0.3333333333333333,0.72,0.48936170212765956,0.3333333333333333,0.2727272727272727,0.45161290322580644
141,0.4418604651162791,0.6666666666666666,0.28,0.5106382978723404,0.6666666666666666,0.7272727272727273,0.5483870967741935
142,0.5416666666666666,0.46511627906976744,0.6666666666666666,0.575,0.5294117647058824,0.35,0.4230769230769231
143,0.4583333333333333,0.5348837209302325,0.3333333333333333,0.425,0.47058823529411764,0.65,0.5769230769230769
144,0.5,0.575,0.3333333333333333,0.4722222222222222,0.4166666666666667,0.36363636363636365,0.5454545454545454
145,0.5,0.425,0.6666666666666666,0.5277777777777778,0.5833333333333334,0.6363636363636364,0.45454545454545453
146,0.45714285714285713,0.603448275862069,0.5454545454545454,0.6415094339622641,0.5,0.5555555555555556,0.5416666666666666
147,0.5428571428571428,0.39655172413793105,0.45454545454545453,0.3584905660377358,0.5,0.4444444444444444,0.4583333333333333
148,0.4897959183673469,0.4594594594594595,0.65,0.45714285714285713,0.4583333333333333,0.375,0.48148148148148145
149,0.5102040816326531,0.5405405405405406,0.35,0.5428571428571428,0.5416666666666666,0.625,0.5185185185185185
150,0.475,0.52,0.6190476190476191,0.5227272727272727,0.45454545454545453,0.4117647058823529,0.38461538461538464
151,0.525,0.48,0.38095238095238093,0.4772727272727273,0.5454545454545454,0.5882352941176471,0.6153846153846154
152,0.5217391304347826,0.48484848484848486,0.46153846153846156,0.5588235294117647,0.45,0.5,0.5
153,0.4782608695652174,0.5151515151515151,0.5384615384615384,0.4411764705882353,0.55,0.5,0.5
154,0.5652173913043478,0.4878048780487805,0.5238095238095238,0.6578947368421053,0.5238095238095238,0.47619047619047616,0.4230769230769231
155,0.43478260869565216,0.5121951219512195,0.47619047619047616,0.34210526315789475,0.47619047619047616,0.5238095238095238,0.5769230769230769
156,0.4186046511627907,0.4222222222222222,0.45,0.34146341463414637,0.55,0.5909090909090909,0.5238095238095238
157,0.5813953488372093,0.5777777777777777,0.55,0.6585365853658537,0.45,0.4090909090909091,0.47619047619047616
158,0.45714285714285713,0.5714285714285714,0.5217391304347826,0.40816326530612246,0.3333333333333333,0.35294117647058826,0.6
159,0.5428571428571428,0.42857142857142855,0.4782608695652174,0.5918367346938775,0.6666666666666666,0.6470588235294118,0.4
160,0.5454545454545454,0.41818181818181815,0.5483870967741935,0.5714285714285714,1.0,0.4782608695652174,0.37037037037037035
161,0.45454545454545453,0.5818181818181818,0.45161290322580644,0.42857142857142855,0.0,0.5217391304347826,0.6296296296296297
162,0.5116279069767442,0.42592592592592593,0.6086956521739131,0.42592592592592593,0.42857142857142855,0.3125,0.5
163,0.4883720930232558,0.5740740740740741,0.391304347826087,0.5740740740740741,0.5714285714285714,0.6875,0.5
164,0.5476190476190477,0.4,0.8333333333333334,0.4782608695652174,0.36363636363636365,0.4375,0.5185185185185185
165,0.4523809523809524,0.6,0.16666666666666666,0.5217391304347826,0.6363636363636364,0.5625,0.48148148148148145
166,0.5454545454545454,0.46511627906976744,0.5,0.5,0.4,0.4117647058823529,0.5
167,0.45454545454545453,0.5348837209302325,0.5,0.5,0.6,0.5882352941176471,0.5
168,0.46153846153846156,0.6206896551724138,0.35294117647058826,0.4791666666666667,0.4375,0.5789473684210527,0.5
169,0.5384615384615384,0.3793103448275862,0.6470588235294118,0.5208333333333334,0.5625,0.42105263157894735,0.5
170,0.5142857142857142,0.5333333333333333,0.46153846153846156,0.47619047619047616,0.47058823529411764,0.5,0.48
171,0.4857142857142857,0.4666666666666667,0.5384615384615384,0.5238095238095238,0.5294117647058824,0.5,0.52
172,0.627906976744186,0.39215686274509803,0.38461538461538464,0.5333333333333333,0.5555555555555556,0.5714285714285714,0.5357142857142857
173,0.37209302325581395,0.6078431372549019,0.6153846153846154,0.4666666666666667,0.4444444444444444,0.42857142857142855,0.4642857142857143
174,0.6388888888888888,0.42857142857142855,0.3333333333333333,0.6086956521739131,0.5,0.6153846153846154,0.5714285714285714
175,0.3611111111111111,0.5714285714285714,0.6666666666666666,0.391304347826087,0.5,0.38461538461538464,0.42857142857142855
176,0.5333333333333333,0.4782608695652174,0.5714285714285714,0.4782608695652174,0.42857142857142855,0.46153846153846156,0.5833333333333334
177,0.4666666666666667,0.5217391304347826,0.42857142857142855,0.5217391304347826,0.5714285714285714,0.5384615384615384,0.4166666666666667
178,0.47619047619047616,0.4897959183673469,0.35,0.38095238095238093,0.5,0.6666666666666666,0.5357142857142857
179,0.5238095238095238,0.5102040816326531,0.65,0.6190476190476191,0.5,0.3333333333333333,0.4642857142857143
180,0.4117647058823529,0.559322033898305,0.5,0.47368421052631576,0.5714285714285714,0.47368421052631576,0.5428571428571428
181,0.5882352941176471,0.4406779661016949,0.5,0.5263157894736842,0.42857142857142855,0.5263157894736842,0.45714285714285713
182,0.5918367346938775,0.4666666666666667,0.3888888888888889,0.6190476190476191,0.5555555555555556,0.6538461538461539,0.5
183,0.40816326530612246,0.5333333333333333,0.6111111111111112,0.38095238095238093,0.4444444444444444,0.34615384615384615,0.5
184,0.4318181818181818,0.40425531914893614,0.3333333333333333,0.5434782608695652,0.7777777777777778,0.5882352941176471,0.52
185,0.5681818181818182,0.5957446808510638,0.6666666666666666,0.45652173913043476,0.2222222222222222,0.4117647058823529,0.48
186,0.5384615384615384,0.4222222222222222,0.42857142857142855,0.4523809523809524,0.42857142857142855,0.45454545454545453,0.5
187,0.46153846153846156,0.5777777777777777,0.5714285714285714,0.5476190476190477,0.5714285714285714,0.5454545454545454,0.5
188,0.4375,0.5416666666666666,0.4583333333333333,0.4666666666666667,0.6428571428571429,0.55,0.5882352941176471
189,0.5625,0.4583333333333333,0.5416666666666666,0.5333333333333333,0.35714285714285715,0.45,0.4117647058823529
190,0.48717948717948717,0.5471698113207547,0.625,0.5625,0.4,0.4583333333333333,0.5909090909090909
191,0.5128205128205128,0.4528301886792453,0.375,0.4375,0.6,0.5416666666666666,0.4090909090909091
192,0.45454545454545453,0.5555555555555556,0.6428571428571429,0.5581395348837209,0.5238095238095238,0.5,0.4166666666666667
193,0.5454545454545454,0.4444444444444444,0.35714285714285715,0.4418604651162791,0.47619047619047616,0.5,0.5833333333333334
194,0.47058823529411764,0.54,0.7,0.4772727272727273,0.5,0.45454545454545453,0.5
195,0.5294117647058824,0.46,0.3,0.5227272727272727,0.5,0.5454545454545454,0.5
196,0.5555555555555556,0.4090909090909091,0.4,0.4393939393939394,0.5,0.6428571428571429,0.6
197,0.4444444444444444,0.5909090909090909,0.6,0.5606060606060606,0.5,0.35714285714285715,0.4
198,0.4146341463414634,0.4489795918367347,0.6363636363636364,0.4186046511627907,0.5384615384615384,0.4,0.5416666666666666
199,0.5853658536585366,0.5510204081632653,0.36363636363636365,0.5813953488372093,0.46153846153846156,0.6,0.4583333333333333
200,0.5555555555555556,0.35714285714285715,0.8461538461538461,0.5384615384615384,0.3,0.2916666666666667,0.44
201,0.4444444444444444,0.6428571428571429,0.15384615384615385,0.46153846153846156,0.7,0.7083333333333334,0.56
202,0.4222222222222222,0.5135135135135135,0.5714285714285714,0.3333333333333333,0.45454545454545453,0.5217391304347826,0.5454545454545454
203,0.5777777777777777,0.4864864864864865,0.42857142857142855,0.6666666666666666,0.5454545454545454,0.4782608695652174,0.45454545454545453
204,0.5,0.5365853658536586,0.4666666666666667,0.5121951219512195,0.36363636363636365,0.5,0.5
205,0.5,0.4634146341463415,0.5333333333333333,0.4878048780487805,0.6363636363636364,0.5,0.5
206,0.48717948717948717,0.48936170212765956,0.5,0.5609756097560976,0.6363636363636364,0.4444444444444444,0.5
207,0.5128205128205128,0.5106382978723404,0.5,0.43902439024390244,0.36363636363636365,0.5555555555555556,0.5
208,0.4897959183673469,0.5208333333333334,0.7058823529411765,0.4666666666666667,0.3888888888888889,0.35294117647058826,0.5
209,0.5102040816326531,0.4791666666666667,0.29411764705882354,0.5333333333333333,0.6111111111111112,0.6470588235294118,0.5
210,0.5625,0.5714285714285714,0.36363636363636365,0.5319148936170213,0.35294117647058826,0.6,0.5
211,0.4375,0.42857142857142855,0.6363636363636364,0.46808510638297873,0.6470588235294118,0.4,0.5
212,0.5151515151515151,0.4117647058823529,0.68,0.5227272727272727,0.5294117647058824,0.42857142857142855,0.46153846153846156
213,0.48484848484848486,0.5882352941176471,0.32,0.4772727272727273,0.47058823529411764,0.5714285714285714,0.5384615384615384
214,0.5531914893617021,0.5384615384615384,0.3870967741935484,0.47368421052631576,0.26666666666666666,0.5,0.5714285714285714
215,0.44680851063829785,0.46153846153846156,0.6129032258064516,0.5263157894736842,0.7333333333333333,0.5,0.42857142857142855
216,0.5319148936170213,0.5510204081632653,0.75,0.5555555555555556,0.2,0.25,0.45454545454545453
217,0.46808510638297873,0.4489795918367347,0.25,0.4444444444444444,0.8,0.75,0.5454545454545454
218,0.627906976744186,0.4772727272727273,0.36,0.6046511627906976,0.46153846153846156,0.6521739130434783,0.5333333333333333
219,0.37209302325581395,0.5227272727272727,0.64,0.3953488372093023,0.5384615384615384,0.34782608695652173,0.4666666666666667
220,0.5121951219512195,0.5490196078431373,0.3225806451612903,0.5555555555555556,0.6666666666666666,0.5,0.5862068965517241
221,0.4878048780487805,0.45098039215686275,0.6774193548387096,0.4444444444444444,0.3333333333333333,0.5,0.41379310344827586
222,0.5135135135135135,0.5084745762711864,0.6363636363636364,0.5185185185185185,0.4,0.42857142857142855,0.4583333333333333
223,0.4864864864864865,0.4915254237288136,0.36363636363636365,0.48148148148148145,0.6,0.5714285714285714,0.5416666666666666
224,0.5581395348837209,0.48148148148148145,0.391304347826087,0.5576923076923077,0.5,0.6111111111111112,0.4782608695652174
225,0.4418604651162791,0.5185185185185185,0.6086956521739131,0.4423076923076923,0.5,0.3888888888888889,0.5217391304347826
226,0.43902439024390244,0.5208333333333334,0.5217391304347826,0.46808510638297873,0.5384615384615384,0.4782608695652174,0.5862068965517241
227,0.5609756097560976,0.4791666666666667,0.4782608695652174,0.5319148936170213,0.46153846153846156,0.5217391304347826,0.41379310344827586
228,0.47368421052631576,0.41509433962264153,0.5384615384615384,0.4489795918367347,0.875,0.5,0.5
229,0.5263157894736842,0.5849056603773585,0.46153846153846156,0.5510204081632653,0.125,0.5,0.5
230,0.47619047619047616,0.43478260869565216,0.6129032258064516,0.4523809523809524,0.46153846153846156,0.4230769230769231,0.35714285714285715
231,0.5238095238095238,0.5652173913043478,0.3870967741935484,0.5476190476190477,0.5384615384615384,0.5769230769230769,0.6428571428571429
232,0.38636363636363635,0.6046511627906976,0.5833333333333334,0.4473684210526316,0.5882352941176471,0.5,0.5263157894736842
233,0.6136363636363636,0.3953488372093023,0.4166666666666667,0.5526315789473685,0.4117647058823529,0.5,0.47368421052631576
234,0.48936170212765956,0.38461538461538464,0.5,0.4,0.5,0.5357142857142857,0.48148148148148145
235,0.5106382978723404,0.6153846153846154,0.5,0.6,0.5,0.4642857142857143,0.5185185185185185
236,0.5111111111111111,0.43478260869565216,0.5714285714285714,0.4634146341463415,0.6363636363636364,0.43478260869565216,0.5185185185185185
237,0.4888888888888889,0.5652173913043478,0.42857142857142855,0.5365853658536586,0.36363636363636365,0.5652173913043478,0.48148148148148145
238,0.6428571428571429,0.5116279069767442,0.40625,0.5909090909090909,0.35714285714285715,0.4,0.5517241379310345
239,0.35714285714285715,0.4883720930232558,0.59375,0.4090909090909091,0.6428571428571429,0.6,0.4482758620689655
240,0.5476190476190477,0.52,0.6470588235294118,0.52,0.2857142857142857,0.4,0.5
241,0.4523809523809524,0.48,0.35294117647058826,0.48,0.7142857142857143,0.6,0.5
242,0.4888888888888889,0.5294117647058824,0.5714285714285714,0.43137254901960786,0.3076923076923077,0.5,0.5
